epoch,loss,accuracy,val_loss,val_accuracy
0,0.6888390512322076,0.53692626953125,0.6896165845682845,0.529022216796875
1,0.4883088722854154,0.7746124267578125,0.4829293614020571,0.756866455078125
2,0.46273097252560547,0.7890090942382812,0.47496862296247855,0.76275634765625
3,0.4546209198269935,0.7922134399414062,0.46076100767822936,0.773406982421875
4,0.44902249279402895,0.7943572998046875,0.45500371494563296,0.7784423828125
5,0.4447262685134774,0.7968063354492188,0.4577568555250764,0.7745361328125
6,0.43979176402353914,0.7999114990234375,0.4496074122725986,0.7799072265625
7,0.43676912684895797,0.8016433715820312,0.44630640681134537,0.7821044921875
8,0.43309046389185824,0.8042144775390625,0.4567554318346083,0.77191162109375
9,0.42957019093228155,0.8060264587402344,0.4428888360853307,0.791473388671875
10,0.4257100219183485,0.8088722229003906,0.448581462376751,0.7794189453125
11,0.42251657220185734,0.8107452392578125,0.4388777533895336,0.789520263671875
12,0.41970539143585484,0.8129501342773438,0.4494472513324581,0.78045654296875
13,0.4166611201981141,0.8148040771484375,0.4372920431778766,0.7952880859375
14,0.41379023230911116,0.816864013671875,0.430444116005674,0.79290771484375
15,0.41096084480159334,0.8179893493652344,0.4461812248919159,0.787078857421875
16,0.40835727109515574,0.8193855285644531,0.43091966229258105,0.79681396484375
17,0.40491499326526537,0.8211517333984375,0.4224926830502227,0.79852294921875
18,0.4026076687332534,0.8227157592773438,0.4470175026799552,0.78369140625
19,0.39994909970482695,0.8241386413574219,0.42110719467746094,0.803863525390625
20,0.39862572486526915,0.8251609802246094,0.42622240440687165,0.7999267578125
21,0.39560379990871297,0.8272705078125,0.4324135780916549,0.795989990234375
22,0.39327721071458654,0.8277969360351562,0.42586187660344876,0.797119140625
23,0.39033659809138044,0.8295631408691406,0.4267076076648664,0.799896240234375
24,0.3887142798557761,0.8303413391113281,0.43709678208688274,0.796722412109375
25,0.3860307098912017,0.8316535949707031,0.42529893305618316,0.80218505859375
26,0.3840819730030489,0.8333091735839844,0.41928543732501566,0.804718017578125
27,0.38194997878963477,0.8345489501953125,0.42523129959590733,0.799835205078125
28,0.37954853928022203,0.8356246948242188,0.4196520005934872,0.802734375
29,0.3774887083636713,0.8364486694335938,0.4158333085360937,0.806793212890625
30,0.37646582527668215,0.8372344970703125,0.4414078595582396,0.797393798828125
31,0.37362959006713936,0.8387413024902344,0.4313531926891301,0.800140380859375
32,0.371521867440606,0.8393440246582031,0.45737657879362814,0.78863525390625
33,0.3702621803531656,0.8404312133789062,0.4224305697134696,0.805633544921875
34,0.367885934869264,0.8420677185058594,0.4201411438989453,0.808013916015625
35,0.3651120019349037,0.8430862426757812,0.4453414889576379,0.79852294921875
36,0.36345227915080613,0.8431510925292969,0.42131483208504505,0.808258056640625
37,0.36197576640188345,0.8446922302246094,0.4152675151999574,0.812255859375
38,0.359682156569761,0.8458976745605469,0.4115947871177923,0.812042236328125
39,0.35802260182390455,0.8467597961425781,0.41377448657294735,0.813262939453125
40,0.3573880876065232,0.8471107482910156,0.4453437048068736,0.801116943359375
41,0.35488912848450127,0.8484306335449219,0.4466493434738368,0.798828125
42,0.35352538835286396,0.8493499755859375,0.41744100232608616,0.808441162109375
43,0.3517246095871087,0.8499946594238281,0.40947299884282984,0.81396484375
44,0.3503595585389121,0.8509979248046875,0.43369391438318416,0.802947998046875
45,0.3485831320795114,0.8515205383300781,0.41021596352220513,0.813507080078125
46,0.34659320052014664,0.852630615234375,0.4119502829562407,0.812744140625
47,0.3459031236816372,0.8533287048339844,0.4167980937054381,0.809478759765625
48,0.343772830634407,0.8545646667480469,0.43140606724773534,0.8057861328125
49,0.3420568322399049,0.8553466796875,0.4160738848440815,0.8125
50,0.3406441094230104,0.85601806640625,0.4203924227913376,0.810577392578125
51,0.33951378915662644,0.8568305969238281,0.43379713079775684,0.807891845703125
52,0.33730932018806925,0.8578720092773438,0.4132339918578509,0.81689453125
53,0.33605080686538713,0.8575286865234375,0.4235799805028364,0.81378173828125
54,0.33426040412450675,0.8592872619628906,0.41484079556539655,0.816680908203125
55,0.3335904716150253,0.8594932556152344,0.41710991703439504,0.8140869140625
56,0.3326246521573921,0.8601951599121094,0.4222104813961778,0.811126708984375
57,0.33020184198539937,0.861358642578125,0.4201137390336953,0.812042236328125
58,0.3291389626429009,0.8621101379394531,0.42663466013618745,0.811767578125
59,0.328549852634751,0.8621940612792969,0.4252934552205261,0.814453125
60,0.3263735439613811,0.8631553649902344,0.43715451331809163,0.805572509765625
61,0.3247714361623366,0.8635330200195312,0.41215388852288015,0.816314697265625
62,0.3232926455057168,0.8653793334960938,0.4189133459876757,0.817352294921875
63,0.3234337597168633,0.8645896911621094,0.44177096607745625,0.809326171875
64,0.32150698061741423,0.8658218383789062,0.4090740440587979,0.817108154296875
65,0.31952869299493614,0.8665199279785156,0.427415410609683,0.81329345703125
66,0.3186058637802489,0.8674125671386719,0.42780710171791725,0.814666748046875
67,0.316719895152346,0.8682479858398438,0.41948771735769697,0.81744384765625
68,0.3153516475431388,0.8695411682128906,0.4441502916160971,0.80682373046875
69,0.31465044711512746,0.8694877624511719,0.4412590656138491,0.81201171875
70,0.313908900552633,0.8700981140136719,0.4350231493881438,0.8126220703125
71,0.3119116443413077,0.8708381652832031,0.4313960423169192,0.8135986328125
72,0.31067991591953614,0.8715095520019531,0.42153405243880115,0.817901611328125
73,0.30934104674088303,0.8726158142089844,0.45997867491678335,0.8048095703125
74,0.3088983324851142,0.8726463317871094,0.41320021604769863,0.816253662109375
75,0.30728906664444366,0.8734283447265625,0.4208987731253728,0.816253662109375
76,0.3061411330163537,0.8740577697753906,0.4195244877773803,0.818389892578125
77,0.30617441623508057,0.8742332458496094,0.4868260826624464,0.795501708984375
78,0.30298690047857235,0.8752708435058594,0.41544363225693814,0.82025146484375
79,0.3029469619777956,0.8749580383300781,0.4175432130577974,0.820465087890625
80,0.30074346208857605,0.8763427734375,0.42461160116363317,0.818603515625
81,0.2996001026549493,0.8771743774414062,0.4309717630385421,0.81878662109375
82,0.2987846070500382,0.8774147033691406,0.43244385602883995,0.815521240234375
83,0.29786492711173196,0.8783111572265625,0.42926039220765233,0.81805419921875
84,0.2963712630844384,0.8785743713378906,0.4141914621577598,0.821533203125
85,0.2951874174086697,0.8796043395996094,0.4370349975069985,0.81689453125
86,0.2945333972675144,0.8799247741699219,0.40951539439265616,0.822357177734375
87,0.2933948185891495,0.8800125122070312,0.4092289753316436,0.826751708984375
88,0.29165552052654675,0.8805046081542969,0.41769114838098176,0.822418212890625
89,0.29122303735493915,0.8806724548339844,0.41715335607295856,0.821807861328125
90,0.29005265042542305,0.8820724487304688,0.40620627711177804,0.82562255859375
91,0.28900468008396274,0.8825225830078125,0.4063890057441313,0.82421875
92,0.2874527817075432,0.8829994201660156,0.43498084545717575,0.81878662109375
93,0.2862758459887118,0.8829574584960938,0.43341625508037396,0.81640625
94,0.2854617449811485,0.8840599060058594,0.4297641314333305,0.8228759765625
95,0.28495200034740265,0.884307861328125,0.4179896713758353,0.822723388671875
96,0.28282838339873706,0.8854446411132812,0.4177851169661153,0.819366455078125
97,0.2829697646720888,0.8848915100097656,0.44605352912913077,0.81689453125
98,0.28117892293448676,0.8855781555175781,0.438278655114118,0.81634521484375
99,0.27989822443487355,0.8865623474121094,0.4351553925080225,0.82183837890625
100,0.2787319748040318,0.8871078491210938,0.4491284901450854,0.814178466796875
